Ticker,Name
RDNT,"RadNet, Inc."
RDUS,"RADIUS RECYCLING, INC."
RDVT,"Red Violet, Inc."
RDW,Redwire Corp
REFI,"Chicago Atlantic Real Estate Finance, Inc."
REI,"RING ENERGY, INC."
RELL,"RICHARDSON ELECTRONICS, LTD."
RELY,"Remitly Global, Inc."
RENT,"Rent the Runway, Inc."
REPL,"Replimune Group, Inc."
REPX,"Riley Exploration Permian, Inc."
RES,RPC INC
REVG,"REV Group, Inc."
REX,REX AMERICAN RESOURCES Corp
REZI,"RESIDEO TECHNOLOGIES, INC."
RGCO,RGC RESOURCES INC
RGNX,REGENXBIO Inc.
RGP,"RESOURCES CONNECTION, INC."
RGR,STURM RUGER & CO INC
RHP,"Ryman Hospitality Properties, Inc."
RICK,"RCI HOSPITALITY HOLDINGS, INC."
RIGL,RIGEL PHARMACEUTICALS INC
RILY,"B. Riley Financial, Inc."
RIOT,"Riot Platforms, Inc."
RKLB,"Rocket Lab USA, Inc."
RLAY,"Relay Therapeutics, Inc."
RLGT,"RADIANT LOGISTICS, INC"
RLJ,RLJ Lodging Trust
RLYB,Rallybio Corp
RM,Regional Management Corp.
RMAX,"RE/MAX Holdings, Inc."
RMBS,RAMBUS INC
RMNI,"Rimini Street, Inc."
RMR,RMR GROUP INC.
RNA,"Avidity Biosciences, Inc."
RNAC,"Cartesian Therapeutics, Inc."
RNGR,"Ranger Energy Services, Inc."
RNST,RENASANT CORP
ROAD,"Construction Partners, Inc."
ROCK,"GIBRALTAR INDUSTRIES, INC."
ROG,ROGERS CORP
ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP
ROVR,Rover Metals Corp
RPAY,Repay Holdings Corp
RPD,"Rapid7, Inc."
RPHM,"OnKure Therapeutics, Inc."
RRBI,RED RIVER BANCSHARES INC
RRGB,RED ROBIN GOURMET BURGERS INC
RRR,"Red Rock Resorts, Inc."
RSI,"Rush Street Interactive, Inc."
RSVR,"Reservoir Media, Inc."
RUSHA,RUSH ENTERPRISES INC \TX\
RUSHB,RUSH ENTERPRISES INC \TX\
RVLV,"Revolve Group, Inc."
RVMD,"Revolution Medicines, Inc."
RVNC,"Revance Therapeutics, Inc."
RWT,REDWOOD TRUST INC
RXO,"RXO, Inc."
RXRX,"RECURSION PHARMACEUTICALS, INC."
RXST,"RxSight, Inc."
RXT,"Rackspace Technology, Inc."
RYAM,RAYONIER ADVANCED MATERIALS INC.
RYI,Ryerson Holding Corp
RYTM,"RHYTHM PHARMACEUTICALS, INC."
RYZB,
SABR,Sabre Corp
SAFE,Safehold Inc.
SAFT,SAFETY INSURANCE GROUP INC
SAGE,"Sage Therapeutics, Inc."
SAH,SONIC AUTOMOTIVE INC
SAMG,Silvercrest Asset Management Group Inc.
SANA,"Sana Biotechnology, Inc."
SANM,SANMINA CORP
SASR,SANDY SPRING BANCORP INC
SATS,EchoStar CORP
SAVA,CASSAVA SCIENCES INC
SAVE,"Spirit Airlines, Inc."
SB,"SAFE BULKERS, INC."
SBCF,SEACOAST BANKING CORP OF FLORIDA
SBGI,"Sinclair, Inc."
SBH,"Sally Beauty Holdings, Inc."
SBOW,"SILVERBOW RESOURCES, INC."
SBRA,"Sabra Health Care REIT, Inc."
SBSI,SOUTHSIDE BANCSHARES INC
SBT,"Sterling Bancorp, Inc."
SCHL,SCHOLASTIC CORP
SCL,STEPAN CO
SCLX,Scilex Holding Co
SCPH,scPharmaceuticals Inc.
SCS,STEELCASE INC
SCSC,"SCANSOURCE, INC."
SCVL,SHOE CARNIVAL INC
SCWO,374Water Inc.
SD,SANDRIDGE ENERGY INC
SDGR,"Schrodinger, Inc."
SDRL,Seadrill Ltd
SEAT,Vivid Seats Inc.
SEER,"Seer, Inc."
SEM,SELECT MEDICAL HOLDINGS CORP
SEMR,"SEMrush Holdings, Inc."
SENEA,Seneca Foods Corp
SES,SES AI Corp
SFBS,"ServisFirst Bancshares, Inc."
SFIX,"Stitch Fix, Inc."
SFL,SFL Corp Ltd.
SFM,"Sprouts Farmers Market, Inc."
SFNC,SIMMONS FIRST NATIONAL CORP
SFST,SOUTHERN FIRST BANCSHARES INC
SG,"Sweetgreen, Inc."
SGH,SWEDISH EXPORT CREDIT CORP /SWED/
SGHC,Super Group (SGHC) Ltd
SGHT,"Sight Sciences, Inc."
SGMO,"SANGAMO THERAPEUTICS, INC"
SGMT,Sagimet Biosciences Inc.
SGRY,"Surgery Partners, Inc."
SHAK,Shake Shack Inc.
SHBI,SHORE BANCSHARES INC
SHCR,"Sharecare, Inc."
SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/
SHLS,"Shoals Technologies Group, Inc."
SHO,"Sunstone Hotel Investors, Inc."
SHOO,"STEVEN MADDEN, LTD."
SHYF,"SHYFT GROUP, INC."
SIBN,"SI-BONE, Inc."
SIG,SIGNET JEWELERS LTD
SIGA,SIGA TECHNOLOGIES INC
SIGI,SELECTIVE INSURANCE GROUP INC
SILK,Silk Road Medical Inc
SITC,SITE Centers Corp.
SITM,SITIME Corp
SIX,Six Flags Entertainment Corp
SJW,SJW GROUP
SKIL,Skillsoft Corp.
SKIN,Beauty Health Co
SKT,TANGER INC.
SKWD,"Skyward Specialty Insurance Group, Inc."
SKY,Skyline Champion Corp
SKYT,"SkyWater Technology, Inc"
SKYW,SKYWEST INC
SKYX,SKYX Platforms Corp.
SLAB,SILICON LABORATORIES INC.
SLCA,"U.S. SILICA HOLDINGS, INC."
SLDP,"Solid Power, Inc."
SLG,SL GREEN REALTY CORP
SLP,"Simulations Plus, Inc."
SLQT,"SelectQuote, Inc."
SLRN,"ACELYRIN, Inc."
SLVM,Sylvamo Corp
SM,SM Energy Co
SMBC,"SOUTHERN MISSOURI BANCORP, INC."
SMBK,SMARTFINANCIAL INC.
SMCI,"Super Micro Computer, Inc."
SMHI,SEACOR Marine Holdings Inc.
SMLR,"Semler Scientific, Inc."
SMMF,"SUMMIT FINANCIAL GROUP, INC."
SMMT,Summit Therapeutics Inc.
SMP,"STANDARD MOTOR PRODUCTS, INC."
SMPL,Simply Good Foods Co
SMR,NUSCALE POWER Corp
SMRT,"SmartRent, Inc."
SMTC,SEMTECH CORP
SMTI,Sanara MedTech Inc.
SNBR,Sleep Number Corp
SNCY,"Sun Country Airlines Holdings, Inc."
SNDX,Syndax Pharmaceuticals Inc
SNEX,StoneX Group Inc.
SNFCA,SECURITY NATIONAL FINANCIAL CORP
SNPO,Snap One Holdings Corp.
SOI,Solaris Oilfield Infrastructure Inc
SONO,Sonos Inc
SOUN,"SOUNDHOUND AI, INC."
SOVO,"Sovos Brands, Inc."
SP,SP Plus Corp
SPCE,"Virgin Galactic Holdings, Inc"
SPFI,"SOUTH PLAINS FINANCIAL, INC."
SPHR,Sphere Entertainment Co.
SPNS,SAPIENS INTERNATIONAL CORP N V
SPNT,SiriusPoint Ltd
SPOK,"Spok Holdings, Inc"
SPRY,"ARS Pharmaceuticals, Inc."
SPSC,SPS COMMERCE INC
SPT,"Sprout Social, Inc."
SPTN,SpartanNash Co
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC."
SPXC,"SPX Technologies, Inc."
SQSP,"Squarespace, Inc."
SR,Spire Inc
SRCE,1ST SOURCE CORP
SRDX,SURMODICS INC
SRI,STONERIDGE INC
SRRK,Scholar Rock Holding Corp
SSB,SouthState Corp
SSBK,"Southern States Bancshares, Inc."
SSD,"Simpson Manufacturing Co., Inc."
SSP,E.W. SCRIPPS Co
SST,"System1, Inc."
SSTI,"SOUNDTHINKING, INC."
SSTK,"Shutterstock, Inc."
STAA,STAAR SURGICAL CO
STBA,S&T BANCORP INC
STC,STEWART INFORMATION SERVICES CORP
STEL,"Stellar Bancorp, Inc."
STEM,"STEM, INC."
STEP,StepStone Group Inc.
STER,Sterling Check Corp.
STGW,Stagwell Inc
STHO,Star Holdings
STKL,SunOpta Inc.
STKS,"ONE Group Hospitality, Inc."
STNE,StoneCo Ltd
STNG,Scorpio Tankers Inc.
STOK,"Stoke Therapeutics, Inc."
STR,Sitio Royalties Corp.
STRA,"Strategic Education, Inc."
STRL,"STERLING INFRASTRUCTURE, INC."
STRO,"SUTRO BIOPHARMA, INC."
STRS,STRATUS PROPERTIES INC
SUM,"Summit Materials, Inc."
SUPN,Supernus Pharmaceuticals Inc
SVC,Service Properties Trust
SVRA,Savara Inc
SVV,"Savers Value Village, Inc."
SWBI,"SMITH & WESSON BRANDS, INC."
SWI,SolarWinds Corp
SWIM,"Latham Group, Inc."
SWKH,SWK Holdings Corp
SWTX,"SpringWorks Therapeutics, Inc."
SWX,"Southwest Gas Holdings, Inc."
SXC,"SunCoke Energy, Inc."
SXI,STANDEX INTERNATIONAL CORP/DE/
SXT,SENSIENT TECHNOLOGIES CORP
SYBT,"Stock Yards Bancorp, Inc."
SYNA,SYNAPTICS Inc
TALO,TALOS ENERGY INC.
TARO,TARO PHARMACEUTICAL INDUSTRIES LTD
TARS,"Tarsus Pharmaceuticals, Inc."
TAST,"CARROLS RESTAURANT GROUP, INC."
TBBK,"Bancorp, Inc."
TBI,"TrueBlue, Inc."
TBPH,"Theravance Biopharma, Inc."
TCBI,TEXAS CAPITAL BANCSHARES INC/TX
TCBK,TRICO BANCSHARES /
TCBX,"Third Coast Bancshares, Inc."
TCI,TRANSCONTINENTAL REALTY INVESTORS INC
TCMD,TACTILE SYSTEMS TECHNOLOGY INC
TCX,TUCOWS INC /PA/
TDS,TELEPHONE & DATA SYSTEMS INC /DE/
TDUP,ThredUp Inc.
TDW,TIDEWATER INC
TELA,"TELA Bio, Inc."
TELL,TELLURIAN INC. /DE/
TENB,"Tenable Holdings, Inc."
TERN,"Terns Pharmaceuticals, Inc."
TEX,TEREX CORP
TFIN,"Triumph Financial, Inc."
TG,TREDEGAR CORP
TGAN,"Transphorm, Inc."
TGH,Tornado Global Hydrovacs Ltd
TGI,TRIUMPH GROUP INC
TGNA,TEGNA INC
TGTX,"TG THERAPEUTICS, INC."
TH,Target Hospitality Corp.
THFF,FIRST FINANCIAL CORP /IN/
THR,"Thermon Group Holdings, Inc."
THRD,"Third Harmonic Bio, Inc."
THRM,GENTHERM Inc
THRY,"Thryv Holdings, Inc."
THS,"TreeHouse Foods, Inc."
TILE,INTERFACE INC
TIO,"Tingo Group, Inc."
TIPT,TIPTREE INC.
TITN,Titan Machinery Inc.
TK,TEEKAY CORP
TLYS,"TILLY'S, INC."
TMCI,"TREACE MEDICAL CONCEPTS, INC."
TMDX,"TransMedics Group, Inc."
TMHC,Taylor Morrison Home Corp
TMP,TOMPKINS FINANCIAL CORP
TMST,TimkenSteel Corporation
TNC,TENNANT CO
TNET,"TRINET GROUP, INC."
TNGX,"Tango Therapeutics, Inc."
TNK,TEEKAY TANKERS LTD.
TNYA,"Tenaya Therapeutics, Inc."
TOWN,Towne Bank-Portsmouth VA
TPB,"Turning Point Brands, Inc."
TPC,TUTOR PERINI CORP
TPH,"Tri Pointe Homes, Inc."
TPIC,"TPI COMPOSITES, INC"
TRC,TEJON RANCH CO
TRDA,"Entrada Therapeutics, Inc."
TREE,"LendingTree, Inc."
TRMK,TRUSTMARK CORP
TRN,TRINITY INDUSTRIES INC
TRNO,Terreno Realty Corp
TRNS,TRANSCAT INC
TROX,Tronox Holdings plc
TRS,TRIMAS CORP
TRST,TRUSTCO BANK CORP N Y
TRTX,"TPG RE Finance Trust, Inc."
TRUE,"TrueCar, Inc."
TRUP,"TRUPANION, INC."
TRVI,"Trevi Therapeutics, Inc."
TSBK,TIMBERLAND BANCORP INC
TSBX,Turnstone Biologics Corp.
TSE,Trinseo PLC
TSQ,"Townsquare Media, Inc."
TSVT,"2seventy bio, Inc."
TTEC,"TTEC Holdings, Inc."
TTGT,TechTarget Inc
TTI,TETRA TECHNOLOGIES INC
TTMI,TTM TECHNOLOGIES INC
TTSH,"TILE SHOP HOLDINGS, INC."
TUSK,"MAMMOTH ENERGY SERVICES, INC."
TVTX,"Travere Therapeutics, Inc."
TWI,TITAN INTERNATIONAL INC
TWKS,"Thoughtworks Holding, Inc."
TWO,TWO HARBORS INVESTMENT CORP.
TWST,Twist Bioscience Corp
TYRA,"Tyra Biosciences, Inc."
UBSI,UNITED BANKSHARES INC/WV
UCBI,United Community Banks Inc-GA
UCTT,"Ultra Clean Holdings, Inc."
UDMY,"Udemy, Inc."
UE,Urban Edge Properties
UEC,URANIUM ENERGY CORP
UFCS,UNITED FIRE GROUP INC
UFPI,UFP INDUSTRIES INC
UFPT,UFP TECHNOLOGIES INC
UHG,"United Homes Group, Inc."
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST
UIS,UNISYS CORP
ULCC,"Frontier Group Holdings, Inc."
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC."
UMBF,UMB FINANCIAL CORP
UMH,"UMH PROPERTIES, INC."
UNF,UNIFIRST CORP
UNFI,UNITED NATURAL FOODS INC
UNIT,Uniti Group Inc.
UNTY,UNITY BANCORP INC /NJ/
UONE,"URBAN ONE, INC."
UONEK,"URBAN ONE, INC."
UPBD,"UPBOUND GROUP, INC."
UPST,"Upstart Holdings, Inc."
UPWK,"UPWORK, INC"
URBN,URBAN OUTFITTERS INC
URGN,UroGen Pharma Ltd.
USCB,"USCB FINANCIAL HOLDINGS, INC."
USLM,UNITED STATES LIME & MINERALS INC
USNA,USANA HEALTH SCIENCES INC
USPH,U S PHYSICAL THERAPY INC /NV
UTI,UNIVERSAL TECHNICAL INSTITUTE INC
UTL,UNITIL CORP
UTMD,UTAH MEDICAL PRODUCTS INC
UTZ,"Utz Brands, Inc."
UUUU,ENERGY FUELS INC
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC."
UVSP,UNIVEST FINANCIAL Corp
UVV,UNIVERSAL CORP /VA/
VABK,Virginia National Bankshares Corp
VAL,Valaris Ltd
VALU,VALUE LINE INC
VATE,INNOVATE Corp.
VAXX,"Vaxxinity, Inc."
VBTX,"Veritex Holdings, Inc."
VC,VISTEON CORP
VCEL,Vericel Corp
VCTR,"Victory Capital Holdings, Inc."
VCYT,"VERACYTE, INC."
VECO,VEECO INSTRUMENTS INC
VEL,"Velocity Financial, Inc."
VERA,"Vera Therapeutics, Inc."
VERI,"Veritone, Inc."
VERV,"Verve Therapeutics, Inc."
VGAS,"Verde Clean Fuels, Inc."
VGR,VECTOR GROUP LTD
VHI,VALHI INC /DE/
VIAV,VIAVI SOLUTIONS INC.
VICR,VICOR CORP
VIGL,"Vigil Neuroscience, Inc."
VIR,"Vir Biotechnology, Inc."
VITL,"Vital Farms, Inc."
VKTX,"Viking Therapeutics, Inc."
VLGEA,VILLAGE SUPER MARKET INC
VLY,VALLEY NATIONAL BANCORP
VMD,"VIEMED HEALTHCARE, INC."
VMEO,"Vimeo, Inc."
VNDA,Vanda Pharmaceuticals Inc.
VOR,Vor Biopharma Inc.
VOXX,VOXX International Corp
VPG,"Vishay Precision Group, Inc."
VRA,"Vera Bradley, Inc."
VRCA,Verrica Pharmaceuticals Inc.
VRDN,"Viridian Therapeutics, Inc.\DE"
VRE,"Veris Residential, Inc."
VREX,Varex Imaging Corp
VRNS,VARONIS SYSTEMS INC
VRNT,VERINT SYSTEMS INC
VRRM,VERRA MOBILITY Corp
VRTS,"VIRTUS INVESTMENT PARTNERS, INC."
VSEC,VSE CORP
VSH,VISHAY INTERTECHNOLOGY INC
VSTO,Vista Outdoor Inc.
VTLE,"Vital Energy, Inc."
VTNR,Vertex Energy Inc.
VTOL,Bristow Group Inc.
VTS,"Vitesse Energy, Inc."
VTYX,"Ventyx Biosciences, Inc."
VUZI,Vuzix Corp
VVI,VIAD CORP
VVX,"V2X, Inc."
VYGR,"Voyager Therapeutics, Inc."
VZIO,Vizio Holding Corp.
WABC,WESTAMERICA BANCORPORATION
WAFD,WAFD INC
WALD,Waldencast plc
WASH,WASHINGTON TRUST BANCORP INC
WD,"Walker & Dunlop, Inc."
WDFC,WD 40 CO
WEAV,"Weave Communications, Inc."
WERN,WERNER ENTERPRISES INC
WEST,Westrock Coffee Co
WEYS,WEYCO GROUP INC
WFRD,Weatherford International plc
WGO,WINNEBAGO INDUSTRIES INC
WHD,"Cactus, Inc."
WINA,WINMARK CORP
WIRE,ENCORE WIRE CORP
WISH,ContextLogic Inc.
WK,WORKIVA INC
WKC,WORLD KINECT CORP
WKHS,Workhorse Group Inc.
WLDN,"Willdan Group, Inc."
WLFC,WILLIS LEASE FINANCE CORP
WLLAW,Chord Energy Corp
WLLBW,Chord Energy Corp
WLY,"JOHN WILEY & SONS, INC."
WMK,WEIS MARKETS INC
WNC,WABASH NATIONAL Corp
WOR,"WORTHINGTON ENTERPRISES, INC."
WOW,"WideOpenWest, Inc."
WRBY,Warby Parker Inc.
WRLD,WORLD ACCEPTANCE CORP
WS,"Worthington Steel, Inc."
WSBC,WESBANCO INC
WSBF,Waterstone Financial Inc
WSFS,WSFS FINANCIAL CORP
WSR,Whitestone REIT
WT,"WisdomTree, Inc."
WTBA,WEST BANCORPORATION INC
WTI,W&T OFFSHORE INC
WTS,WATTS WATER TECHNOLOGIES INC
WTTR,"Select Water Solutions, Inc."
WULF,TERAWULF INC.
WVE,Wave Life Sciences Ltd.
WW,"WW INTERNATIONAL, INC."
WWW,WOLVERINE WORLD WIDE INC /DE/
XAIR,"Beyond Air, Inc."
XERS,"Xeris Biopharma Holdings, Inc."
XFOR,"X4 Pharmaceuticals, Inc"
XHR,"Xenia Hotels & Resorts, Inc."
XMTR,"Xometry, Inc."
XNCR,Xencor Inc
XOMA,XOMA Corp
XPEL,"XPEL, Inc."
XPER,Xperi Inc.
XPOF,"Xponential Fitness, Inc."
XPRO,EXPRO GROUP HOLDINGS N.V.
XRX,Xerox Holdings Corp
YELP,YELP INC
YEXT,"Yext, Inc."
YMAB,"Y-mAbs Therapeutics, Inc."
YORW,YORK WATER CO
YOU,"Clear Secure, Inc."
ZD,"ZIFF DAVIS, INC."
ZETA,Zeta Global Holdings Corp.
ZEUS,Olympic Steel Inc
ZIMV,ZimVie Inc.
ZIP,"ZIPRECRUITER, INC."
ZNTL,"Zentalis Pharmaceuticals, Inc."
ZUMZ,Zumiez Inc
ZUO,ZUORA INC
ZURA,Zura Bio Ltd
ZVIA,Zevia PBC
ZVRA,"ZEVRA THERAPEUTICS, INC."
ZWS,Zurn Elkay Water Solutions Corp
ZYME,Zymeworks Inc.
ZYXI,ZYNEX INC
