Ticker,Sector,Industry
MYE,Consumer Cyclical,Packaging & Containers
SEMR,Technology,Software—Application
ULTA,Consumer Cyclical,Specialty Retail
FLL,Consumer Cyclical,Resorts & Casinos
RELY,Technology,Software—Infrastructure
ERIE,Financial Services,Insurance Brokers
BKE,Consumer Cyclical,Apparel Retail
TDW,Energy,Oil & Gas Equipment & Services
CDNS,Technology,Software—Application
ABM,Industrials,Specialty Business Services
CRNC,Technology,Software—Application
FLYW,Technology,Software—Infrastructure
SMP,Consumer Cyclical,Auto Parts
UPS,Industrials,Integrated Freight & Logistics
INVA,Healthcare,Biotechnology
OPFI,Financial Services,Credit Services
CTLT,Healthcare,Drug Manufacturers—Specialty & Generic
PROK,Healthcare,Biotechnology
HDSN,Basic Materials,Specialty Chemicals
TGI,Industrials,Aerospace & Defense
CVLT,Technology,Software—Application
TRTX,Real Estate,REIT—Mortgage
BIGC,Technology,Software—Application
GOOG,Communication Services,Internet Content & Information
JAKK,Consumer Cyclical,Leisure
TJX,Consumer Cyclical,Apparel Retail
HGV,Consumer Cyclical,Resorts & Casinos
SRRK,Healthcare,Biotechnology
ORGO,Healthcare,Drug Manufacturers—Specialty & Generic
HIFS,Financial Services,Banks—Regional
TMHC,Consumer Cyclical,Residential Construction
HUBG,Industrials,Integrated Freight & Logistics
KMI,Energy,Oil & Gas Midstream
FRBA,Financial Services,Banks—Regional
PSTL,Real Estate,REIT—Office
BDX,Healthcare,Medical Instruments & Supplies
SRCE,Financial Services,Banks—Regional
MNTK,Utilities,Utilities—Diversified
BNL,Real Estate,REIT—Diversified
HALO,Healthcare,Biotechnology
APLD,Technology,Information Technology Services
CALM,Consumer Defensive,Farm Products
SOVO,Other,Other
FDS,Financial Services,Financial Data & Stock Exchanges
KLIC,Technology,Semiconductor Equipment & Materials
PPG,Basic Materials,Specialty Chemicals
EL,Consumer Defensive,Household & Personal Products
PRVA,Healthcare,Health Information Services
OXY,Energy,Oil & Gas E&P
XPEL,Consumer Cyclical,Auto Parts
ATMU,Industrials,Pollution & Treatment Controls
SAGE,Healthcare,Biotechnology
FA,Industrials,Specialty Business Services
ALTR,Technology,Software—Infrastructure
IIIN,Industrials,Metal Fabrication
EXR,Real Estate,REIT—Industrial
WABC,Financial Services,Banks—Regional
FORM,Technology,Semiconductor Equipment & Materials
MGNX,Healthcare,Biotechnology
ARAY,Healthcare,Medical Devices
AEE,Utilities,Utilities—Regulated Electric
MO,Consumer Defensive,Tobacco
PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GPRE,Basic Materials,Chemicals
RNGR,Energy,Oil & Gas Equipment & Services
FDBC,Financial Services,Banks—Regional
NCLH,Consumer Cyclical,Travel Services
DAWN,Healthcare,Biotechnology
KEY,Financial Services,Banks—Regional
MATV,Basic Materials,Specialty Chemicals
LGFB,Other,Other
RMNI,Technology,Software—Application
RMR,Real Estate,Real Estate Services
PRLD,Healthcare,Biotechnology
AGTI,Other,Other
BLDR,Industrials,Building Products & Equipment
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ACVA,Consumer Cyclical,Auto & Truck Dealerships
ENFN,Technology,Software—Application
ORIC,Healthcare,Biotechnology
RGNX,Healthcare,Biotechnology
BTU,Energy,Thermal Coal
WDAY,Technology,Software—Application
NMRK,Real Estate,Real Estate Services
GRND,Technology,Software—Application
SHCR,Healthcare,Health Information Services
AMAL,Financial Services,Banks—Regional
BSRR,Financial Services,Banks—Regional
FENC,Healthcare,Biotechnology
CTXR,Healthcare,Biotechnology
AOSL,Technology,Semiconductors
ULH,Industrials,Trucking
VCYT,Healthcare,Diagnostics & Research
ULCC,Industrials,Airlines
TTI,Energy,Oil & Gas Equipment & Services
CGEM,Healthcare,Biotechnology
FSLR,Technology,Solar
SGMO,Healthcare,Biotechnology
KNF,Basic Materials,Building Materials
SP,Other,Other
MRO,Energy,Oil & Gas E&P
CMG,Consumer Cyclical,Restaurants
WINA,Consumer Cyclical,Specialty Retail
IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ACCO,Industrials,Business Equipment & Supplies
KRYS,Healthcare,Biotechnology
SMTI,Healthcare,Medical Instruments & Supplies
ISRG,Healthcare,Medical Instruments & Supplies
FLR,Industrials,Engineering & Construction
DPZ,Consumer Cyclical,Restaurants
BELFB,Technology,Electronic Components
HWM,Industrials,Aerospace & Defense
CVGW,Consumer Defensive,Food Distribution
AVO,Consumer Defensive,Food Distribution
ADP,Technology,Software—Application
KNTK,Energy,Oil & Gas Midstream
VTRS,Healthcare,Drug Manufacturers—Specialty & Generic
MOV,Consumer Cyclical,Luxury Goods
BPRN,Financial Services,Banks—Regional
CSX,Industrials,Railroads
PKG,Consumer Cyclical,Packaging & Containers
STEM,Utilities,Utilities—Renewable
DO,Energy,Oil & Gas Drilling
III,Technology,Information Technology Services
SWKS,Technology,Semiconductors
BIG,Consumer Defensive,Discount Stores
DOMO,Technology,Software—Application
EBAY,Consumer Cyclical,Internet Retail
SGMT,Healthcare,Biotechnology
PFBC,Financial Services,Banks—Regional
FANG,Energy,Oil & Gas E&P
LXP,Real Estate,REIT—Industrial
EPRT,Real Estate,REIT—Diversified
ATLC,Financial Services,Credit Services
AMAT,Technology,Semiconductor Equipment & Materials
CPRX,Healthcare,Biotechnology
DVAX,Healthcare,Drug Manufacturers—Specialty & Generic
NVRO,Healthcare,Medical Devices
PI,Technology,Communication Equipment
VIR,Healthcare,Biotechnology
PYPL,Financial Services,Credit Services
BXP,Real Estate,REIT—Office
LHX,Industrials,Aerospace & Defense
HOPE,Financial Services,Banks—Regional
SASR,Financial Services,Banks—Regional
DBI,Consumer Cyclical,Footwear & Accessories
GNL,Real Estate,REIT—Diversified
IVAC,Industrials,Specialty Industrial Machinery
CCEP,Consumer Defensive,Beverages—Non-Alcoholic
SLVM,Basic Materials,Paper & Paper Products
NXT,Technology,Solar
LKFN,Financial Services,Banks—Regional
STKL,Consumer Defensive,Beverages—Non-Alcoholic
PANW,Technology,Software—Infrastructure
WELL,Real Estate,REIT—Healthcare Facilities
CTRE,Real Estate,REIT—Healthcare Facilities
UFCS,Financial Services,Insurance—Property & Casualty
PLYM,Real Estate,REIT—Industrial
PMVP,Healthcare,Biotechnology
HOV,Consumer Cyclical,Residential Construction
JKHY,Technology,Information Technology Services
BTAI,Healthcare,Biotechnology
CWT,Utilities,Utilities—Regulated Water
IBTX,Financial Services,Banks—Regional
SAVA,Healthcare,Biotechnology
PDLI,Other,Other
DENN,Consumer Cyclical,Restaurants
STT,Financial Services,Asset Management
MPLN,Healthcare,Health Information Services
BR,Technology,Information Technology Services
CMS,Utilities,Utilities—Regulated Electric
KLAC,Technology,Semiconductor Equipment & Materials
ASLE,Industrials,Airports & Air Services
GNW,Financial Services,Insurance—Life
DIN,Consumer Cyclical,Restaurants
NFLX,Communication Services,Entertainment
STX,Technology,Computer Hardware
GILD,Healthcare,Drug Manufacturers—General
AOMR,Real Estate,REIT—Mortgage
MCRI,Consumer Cyclical,Resorts & Casinos
RLGT,Industrials,Integrated Freight & Logistics
OMI,Healthcare,Medical Distribution
HAFC,Financial Services,Banks—Regional
PRK,Financial Services,Banks—Regional
EG,Financial Services,Insurance—Reinsurance
HSY,Consumer Defensive,Confectioners
SPXC,Industrials,Building Products & Equipment
VGR,Consumer Defensive,Tobacco
TEAM,Technology,Software—Application
RGP,Industrials,Consulting Services
INFN,Technology,Communication Equipment
ALEC,Healthcare,Biotechnology
TENB,Technology,Software—Infrastructure
VRDN,Healthcare,Biotechnology
PFS,Financial Services,Banks—Regional
TOWN,Financial Services,Banks—Regional
ROAD,Industrials,Engineering & Construction
TROW,Financial Services,Asset Management
KMX,Consumer Cyclical,Auto & Truck Dealerships
URGN,Healthcare,Biotechnology
SAVE,Industrials,Airlines
CDE,Basic Materials,Gold
VSTO,Consumer Cyclical,Leisure
GOOGL,Communication Services,Internet Content & Information
TTWO,Communication Services,Electronic Gaming & Multimedia
XPRO,Energy,Oil & Gas Equipment & Services
CPRT,Industrials,Specialty Business Services
CTKB,Healthcare,Medical Devices
PLSE,Healthcare,Medical Instruments & Supplies
CBT,Basic Materials,Specialty Chemicals
AIG,Financial Services,Insurance—Diversified
FHTX,Healthcare,Biotechnology
MKC,Consumer Defensive,Packaged Foods
SEM,Healthcare,Medical Care Facilities
SBT,Financial Services,Banks—Regional
XNCR,Healthcare,Biotechnology
MSEX,Utilities,Utilities—Regulated Water
TRV,Financial Services,Insurance—Property & Casualty
AVNT,Basic Materials,Specialty Chemicals
ITGR,Healthcare,Medical Devices
KR,Consumer Defensive,Grocery Stores
RBBN,Communication Services,Telecom Services
COP,Energy,Oil & Gas E&P
WY,Real Estate,REIT—Specialty
SFIX,Consumer Cyclical,Apparel Retail
CMT,Basic Materials,Specialty Chemicals
BLBD,Industrials,Farm & Heavy Construction Machinery
L,Financial Services,Insurance—Property & Casualty
KBH,Consumer Cyclical,Residential Construction
SES,Consumer Cyclical,Auto Parts
AMD,Technology,Semiconductors
SITC,Real Estate,REIT—Retail
UUUU,Energy,Uranium
TREE,Financial Services,Financial Conglomerates
SIGA,Healthcare,Drug Manufacturers—Specialty & Generic
MDRX,Healthcare,Health Information Services
VYGR,Healthcare,Biotechnology
EW,Healthcare,Medical Devices
PBFS,Financial Services,Banks—Regional
ACDC,Energy,Oil & Gas Equipment & Services
EBF,Industrials,Business Equipment & Supplies
AFCG,Real Estate,REIT—Mortgage
RF,Financial Services,Banks—Regional
VERV,Healthcare,Biotechnology
IOVA,Healthcare,Biotechnology
SWTX,Healthcare,Biotechnology
SPG,Real Estate,REIT—Retail
BTMD,Healthcare,Medical Care Facilities
CFG,Financial Services,Banks—Regional
POOL,Industrials,Industrial Distribution
HII,Industrials,Aerospace & Defense
STZ,Consumer Defensive,Beverages—Brewers
HLLY,Consumer Cyclical,Auto Parts
ATKR,Industrials,Electrical Equipment & Parts
CENX,Basic Materials,Aluminum
TGAN,Other,Other
AMZN,Consumer Cyclical,Internet Retail
BFH,Financial Services,Credit Services
MG,Industrials,Security & Protection Services
WEST,Consumer Defensive,Packaged Foods
SFL,Industrials,Marine Shipping
PZZA,Consumer Cyclical,Restaurants
CTBI,Financial Services,Banks—Regional
IKNA,Healthcare,Biotechnology
OSUR,Healthcare,Medical Instruments & Supplies
FCBC,Financial Services,Banks—Regional
WDC,Technology,Computer Hardware
TARO,Other,Other
BJRI,Consumer Cyclical,Restaurants
AURA,Healthcare,Biotechnology
NTB,Financial Services,Banks—Diversified
TUSK,Industrials,Conglomerates
GTXI,Other,Other
NRGV,Utilities,Utilities—Renewable
HLF,Consumer Defensive,Packaged Foods
DVN,Energy,Oil & Gas E&P
OB,Communication Services,Internet Content & Information
WLDN,Industrials,Engineering & Construction
VTNR,Energy,Oil & Gas Refining & Marketing
MKTX,Financial Services,Capital Markets
AOS,Industrials,Specialty Industrial Machinery
KRMD,Healthcare,Medical Instruments & Supplies
UVV,Consumer Defensive,Tobacco
CFFN,Financial Services,Banks—Regional
ITI,Technology,Communication Equipment
EVA,Basic Materials,Lumber & Wood Production
DD,Basic Materials,Specialty Chemicals
OBK,Financial Services,Banks—Regional
COR,Healthcare,Medical Distribution
YEXT,Technology,Software—Infrastructure
MSBI,Financial Services,Banks—Regional
RILY,Financial Services,Financial Conglomerates
SMR,Industrials,Specialty Industrial Machinery
SO,Utilities,Utilities—Regulated Electric
BHLB,Financial Services,Banks—Regional
HD,Consumer Cyclical,Home Improvement Retail
ONTF,Technology,Software—Application
ASC,Industrials,Marine Shipping
ORA,Utilities,Utilities—Renewable
EPM,Energy,Oil & Gas E&P
EPAM,Technology,Information Technology Services
SJW,Utilities,Utilities—Regulated Water
CRDA,Other,Other
LGIH,Consumer Cyclical,Residential Construction
BIRD,Consumer Cyclical,Apparel Retail
MIRM,Healthcare,Biotechnology
RYTM,Healthcare,Biotechnology
MKTW,Financial Services,Financial Data & Stock Exchanges
ZBRA,Technology,Communication Equipment
BX,Financial Services,Asset Management
COF,Financial Services,Credit Services
TVTX,Healthcare,Biotechnology
UBER,Technology,Software—Application
LRN,Consumer Defensive,Education & Training Services
MC,Financial Services,Capital Markets
FOR,Real Estate,Real Estate—Development
KW,Real Estate,Real Estate Services
PAR,Technology,Software—Application
AMPX,Industrials,Electrical Equipment & Parts
SPSC,Technology,Software—Application
DOOR,Other,Other
AUPH,Healthcare,Biotechnology
HQY,Healthcare,Health Information Services
HZO,Consumer Cyclical,Specialty Retail
CSTM,Basic Materials,Aluminum
MHO,Consumer Cyclical,Residential Construction
TSCO,Consumer Cyclical,Specialty Retail
IBEX,Technology,Information Technology Services
CRBU,Healthcare,Biotechnology
PTGX,Healthcare,Biotechnology
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HTH,Financial Services,Banks—Regional
